"Notes"	"Census Division"	"Census Division Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Aug., 2015"	"2015/08"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Sep., 2015"	"2015/09"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Oct., 2015"	"2015/10"	19	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Nov., 2015"	"2015/11"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Dec., 2015"	"2015/12"	13	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jan., 2016"	"2016/01"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Feb., 2016"	"2016/02"	22	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Mar., 2016"	"2016/03"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Apr., 2016"	"2016/04"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"May, 2016"	"2016/05"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jun., 2016"	"2016/06"	38	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jul., 2016"	"2016/07"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Aug., 2016"	"2016/08"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Oct., 2016"	"2016/10"	14	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Nov., 2016"	"2016/11"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Dec., 2016"	"2016/12"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jan., 2017"	"2017/01"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Feb., 2017"	"2017/02"	18	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Mar., 2017"	"2017/03"	23	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Apr., 2017"	"2017/04"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"May, 2017"	"2017/05"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jun., 2017"	"2017/06"	23	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Jul., 2017"	"2017/07"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Aug., 2017"	"2017/08"	20	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Sep., 2017"	"2017/09"	18	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Oct., 2017"	"2017/10"	23	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Nov., 2017"	"2017/11"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"20-24 years"	"20-24"	"Dec., 2017"	"2017/12"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jan., 2014"	"2014/01"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Feb., 2014"	"2014/02"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Mar., 2014"	"2014/03"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Apr., 2014"	"2014/04"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"May, 2014"	"2014/05"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jun., 2014"	"2014/06"	23	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jul., 2014"	"2014/07"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Aug., 2014"	"2014/08"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Sep., 2014"	"2014/09"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Oct., 2014"	"2014/10"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Nov., 2014"	"2014/11"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Dec., 2014"	"2014/12"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jan., 2015"	"2015/01"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Feb., 2015"	"2015/02"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Mar., 2015"	"2015/03"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Apr., 2015"	"2015/04"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"May, 2015"	"2015/05"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jun., 2015"	"2015/06"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jul., 2015"	"2015/07"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Aug., 2015"	"2015/08"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Sep., 2015"	"2015/09"	40	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Oct., 2015"	"2015/10"	40	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Nov., 2015"	"2015/11"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Dec., 2015"	"2015/12"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jan., 2016"	"2016/01"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Feb., 2016"	"2016/02"	36	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Mar., 2016"	"2016/03"	44	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Apr., 2016"	"2016/04"	36	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"May, 2016"	"2016/05"	36	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jun., 2016"	"2016/06"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jul., 2016"	"2016/07"	40	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Aug., 2016"	"2016/08"	36	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Sep., 2016"	"2016/09"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Oct., 2016"	"2016/10"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Nov., 2016"	"2016/11"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Dec., 2016"	"2016/12"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jan., 2017"	"2017/01"	42	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Feb., 2017"	"2017/02"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Mar., 2017"	"2017/03"	36	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Apr., 2017"	"2017/04"	42	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"May, 2017"	"2017/05"	51	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jun., 2017"	"2017/06"	44	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Jul., 2017"	"2017/07"	50	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Aug., 2017"	"2017/08"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Sep., 2017"	"2017/09"	47	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Oct., 2017"	"2017/10"	43	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Nov., 2017"	"2017/11"	54	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"25-29 years"	"25-29"	"Dec., 2017"	"2017/12"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jan., 2014"	"2014/01"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Feb., 2014"	"2014/02"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Mar., 2014"	"2014/03"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Apr., 2014"	"2014/04"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"May, 2014"	"2014/05"	36	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jun., 2014"	"2014/06"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jul., 2014"	"2014/07"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Aug., 2014"	"2014/08"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Sep., 2014"	"2014/09"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Oct., 2014"	"2014/10"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Nov., 2014"	"2014/11"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Dec., 2014"	"2014/12"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jan., 2015"	"2015/01"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Feb., 2015"	"2015/02"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Mar., 2015"	"2015/03"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Apr., 2015"	"2015/04"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"May, 2015"	"2015/05"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jun., 2015"	"2015/06"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jul., 2015"	"2015/07"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Aug., 2015"	"2015/08"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Sep., 2015"	"2015/09"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Oct., 2015"	"2015/10"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Nov., 2015"	"2015/11"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Dec., 2015"	"2015/12"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jan., 2016"	"2016/01"	38	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Feb., 2016"	"2016/02"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Mar., 2016"	"2016/03"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Apr., 2016"	"2016/04"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"May, 2016"	"2016/05"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jun., 2016"	"2016/06"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jul., 2016"	"2016/07"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Aug., 2016"	"2016/08"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Sep., 2016"	"2016/09"	39	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Oct., 2016"	"2016/10"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Nov., 2016"	"2016/11"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Dec., 2016"	"2016/12"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jan., 2017"	"2017/01"	51	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Feb., 2017"	"2017/02"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Mar., 2017"	"2017/03"	41	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Apr., 2017"	"2017/04"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"May, 2017"	"2017/05"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jun., 2017"	"2017/06"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Jul., 2017"	"2017/07"	50	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Aug., 2017"	"2017/08"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Sep., 2017"	"2017/09"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Oct., 2017"	"2017/10"	40	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Nov., 2017"	"2017/11"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"30-34 years"	"30-34"	"Dec., 2017"	"2017/12"	41	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jan., 2014"	"2014/01"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Feb., 2014"	"2014/02"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Mar., 2014"	"2014/03"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Apr., 2014"	"2014/04"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"May, 2014"	"2014/05"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jun., 2014"	"2014/06"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jul., 2014"	"2014/07"	22	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Aug., 2014"	"2014/08"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Sep., 2014"	"2014/09"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Oct., 2014"	"2014/10"	20	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Nov., 2014"	"2014/11"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Dec., 2014"	"2014/12"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jan., 2015"	"2015/01"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Feb., 2015"	"2015/02"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Mar., 2015"	"2015/03"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Apr., 2015"	"2015/04"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"May, 2015"	"2015/05"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jun., 2015"	"2015/06"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jul., 2015"	"2015/07"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Aug., 2015"	"2015/08"	36	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Sep., 2015"	"2015/09"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Oct., 2015"	"2015/10"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Nov., 2015"	"2015/11"	23	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Dec., 2015"	"2015/12"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jan., 2016"	"2016/01"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Feb., 2016"	"2016/02"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Mar., 2016"	"2016/03"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Apr., 2016"	"2016/04"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"May, 2016"	"2016/05"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jun., 2016"	"2016/06"	33	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jul., 2016"	"2016/07"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Aug., 2016"	"2016/08"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Sep., 2016"	"2016/09"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Oct., 2016"	"2016/10"	32	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Nov., 2016"	"2016/11"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Dec., 2016"	"2016/12"	46	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jan., 2017"	"2017/01"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Feb., 2017"	"2017/02"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Mar., 2017"	"2017/03"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Apr., 2017"	"2017/04"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"May, 2017"	"2017/05"	41	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jun., 2017"	"2017/06"	40	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Jul., 2017"	"2017/07"	39	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Aug., 2017"	"2017/08"	44	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Sep., 2017"	"2017/09"	41	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Oct., 2017"	"2017/10"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Nov., 2017"	"2017/11"	38	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"35-39 years"	"35-39"	"Dec., 2017"	"2017/12"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Jan., 2014"	"2014/01"	13	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Feb., 2014"	"2014/02"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Mar., 2014"	"2014/03"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Apr., 2014"	"2014/04"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"May, 2014"	"2014/05"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Jun., 2014"	"2014/06"	38	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Jul., 2014"	"2014/07"	21	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Aug., 2014"	"2014/08"	24	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Sep., 2014"	"2014/09"	18	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Oct., 2014"	"2014/10"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Nov., 2014"	"2014/11"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Dec., 2014"	"2014/12"	26	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Jan., 2015"	"2015/01"	25	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Feb., 2015"	"2015/02"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Mar., 2015"	"2015/03"	30	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Apr., 2015"	"2015/04"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"May, 2015"	"2015/05"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Jun., 2015"	"2015/06"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Jul., 2015"	"2015/07"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Aug., 2015"	"2015/08"	28	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Sep., 2015"	"2015/09"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Oct., 2015"	"2015/10"	37	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Nov., 2015"	"2015/11"	27	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Dec., 2015"	"2015/12"	16	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Jan., 2016"	"2016/01"	31	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Feb., 2016"	"2016/02"	35	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Mar., 2016"	"2016/03"	34	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"Apr., 2016"	"2016/04"	29	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"40-44 years"	"40-44"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
